,Tweet Content,User Name,HashTags,Retweet Count,Favourite Count,URL
64,"Creating a Convolutional #NeuralNetwork to Detect #Pneumonia by James Zhang https://t.co/GUXdEqPOzt 
#machinelearning #deeplearning #artificialintelligence #datascience #sztucznainteligencja #data #code #python #algorithm #MedTwitter
#programmer #DataScientist #DataAnalytics #AI",Mlearning_ai,"['NeuralNetwork', 'Pneumonia', 'machinelearning', 'deeplearning', 'artificialintelligence', 'datascience', 'sztucznainteligencja', 'data', 'code', 'python', 'algorithm', 'MedTwitter', 'programmer', 'DataScientist', 'DataAnalytics', 'AI']",6,1,https://twitter.com/Mlearning_ai/status/1371462968366526472
65,"🔬 𝙒𝙝𝙖𝙩 𝙞𝙨 𝙖𝙣 𝙖𝙧𝙩𝙞𝙛𝙞𝙘𝙞𝙖𝙡 𝙣𝙚𝙪𝙧𝙖𝙡 𝙣𝙚𝙩𝙬𝙤𝙧𝙠?

🧠 In machine learning, an artificial neural network is a computational model composed of artificial ""neurons"" similar to the neural network found in our brains

#youbiquitous #neuralnetwork #ai #ml https://t.co/4p5PKaEQHC",ybqapp,"['youbiquitous', 'neuralnetwork', 'ai', 'ml']",2,1,https://twitter.com/ybqapp/status/1371450901710389252
66,"Linking maths and intuition: Rosenblatt’s Perceptron in Python

#neuralnetworks #neuralnetwork #deeplearning #machinelearning #keras #tensorflow #python #pytorch #lightning #ignite #datascience #model #100daysofcode #100daysofmlcode

https://t.co/a63eWbhk3P",MachineCurve,"['neuralnetworks', 'neuralnetwork', 'deeplearning', 'machinelearning', 'keras', 'tensorflow', 'python', 'pytorch', 'lightning', 'ignite', 'datascience', 'model', '100daysofcode', '100daysofmlcode']",13,11,https://twitter.com/MachineCurve/status/1371446133889847299
67,"Happy to share a pre-print paper of my #PhD student Maria Leyva-Vallina's work on Visual Place Recognition. 

The method is based on using the partial similarity between images while training a #siamese #NeuralNetwork, instead of the binary similar/non-similar ground truth labels https://t.co/sgQZHTuiwB",NicStrisc,"['PhD', 'siamese', 'NeuralNetwork']",0,6,https://twitter.com/NicStrisc/status/1371444400044306433
68,"( PDF) Market Modeling , Forecasting and Risk Analysis with Historical Consistent #NeuralNetwork  https://t.co/qsLneArksY H/T: @ephorie",saqibali_ca,['NeuralNetwork'],0,2,https://twitter.com/saqibali_ca/status/1371441206018727940
69,Which #NeuralNetwork architecture yields best results in #ECG analysis? Thanks @GTCSE @PKU1898 @IQVIA_Institute @Illinois_Alma for a great review. https://t.co/OSkPlScwFR #DataScience #DeepLearning #phd #research #AcademicTwitter #AcademicChatter,AcaResCon,"['NeuralNetwork', 'ECG', 'DataScience', 'DeepLearning', 'phd', 'research', 'AcademicTwitter', 'AcademicChatter']",0,1,https://twitter.com/AcaResCon/status/1371439542490775553
70,"Learnable Companding Quantization for Accurate Low-bit Neural Networks
https://t.co/pYHjN59KUZ
by @KoheiYamamoto
#ImageNet #NeuralNetwork",arXiv_Daily,"['ImageNet', 'NeuralNetwork']",2,2,https://twitter.com/arXiv_Daily/status/1371433024005365768
71,"Thinkin' o building an #Ai Network?

https://t.co/OfJmRXTAvq
Naitwork .com

BRAND FOR SALE. BUY IT NOW!
Price: 5 #Bitcoin 

#ArtificialIntelligence #VR #AR #EV #Network #deeplearning #communication #tech #startup #ElectricVehicles #domainforsale #domaining #Godaddy #NeuralNetwork https://t.co/NVmBVIrXZs",Domenclature,"['Ai', 'Bitcoin', 'ArtificialIntelligence', 'VR', 'AR', 'EV', 'Network', 'deeplearning', 'communication', 'tech', 'startup', 'ElectricVehicles', 'domainforsale', 'domaining', 'Godaddy', 'NeuralNetwork']",2,1,https://twitter.com/Domenclature/status/1371410901534875653
72,"Getting started with #GitLab: #MachineLearning 
#ArtificialIntelligence #DeepLearning #DataScience #javascript #serverless #WomenInTech #100DaysOfCode #python #Linux #Flutter #TensorFlow #PyTorch #DigitalTransformation #IoT #NeuralNetwork #AR #VR #XR #MR #FutureOfWork https://t.co/eqjq7Dondi",JourneyHeroTech,"['GitLab', 'MachineLearning', 'ArtificialIntelligence', 'DeepLearning', 'DataScience', 'javascript', 'serverless', 'WomenInTech', '100DaysOfCode', 'python', 'Linux', 'Flutter', 'TensorFlow', 'PyTorch', 'DigitalTransformation', 'IoT', 'NeuralNetwork', 'AR', 'VR', 'XR', 'MR', 'FutureOfWork']",33,13,https://twitter.com/JourneyHeroTech/status/1371404714311573504
73,"Deep Sensing of Urban Waterlogging
https://t.co/5PZJS4CE9y
by Shi-Wei Lo
#NeuralNetwork #ComputerVision",arXiv_Daily,"['NeuralNetwork', 'ComputerVision']",4,5,https://twitter.com/arXiv_Daily/status/1371402818666459136
74,"Man with brain implant on Musk’s Neuralink: “I would play video games” #MIT #AI #NeuralNetwork

@diioannid @Ym78200 @jblefevre60 @mvollmer1 @Fabriziobustama @YuHelenYu
@BetaMoroney @Victoryabro @kalydeoo
@KeithKeller @dez_blanchfield https://t.co/3gEd61A7NJ",richardkimphd,"['MIT', 'AI', 'NeuralNetwork']",9,12,https://twitter.com/richardkimphd/status/1371392431485116417
75,Building a Neural Network From Scratch Using Python (Part 1) https://t.co/eSFp287hWC  #NeuralNetwork,machinelearnflx,['NeuralNetwork'],4,12,https://twitter.com/machinelearnflx/status/1371391819175628802
76,"The result is an #AI platform that holds a number of advantages over traditional #NeuralNetwork based systems.
#ArtificialIntelligence #DecisionMaking #MetaData #Algorithms #MachineLearning #ML #HumanBrain #ComputerScience #Database 
https://t.co/EScWLl0czE
by @ELETimes",SciphicsTech,"['AI', 'NeuralNetwork', 'ArtificialIntelligence', 'DecisionMaking', 'MetaData', 'Algorithms', 'MachineLearning', 'ML', 'HumanBrain', 'ComputerScience', 'Database']",4,1,https://twitter.com/SciphicsTech/status/1371388018653765640
77,"The result is an #AI platform that holds a number of advantages over traditional #NeuralNetwork based systems.
#ArtificialIntelligence #DecisionMaking #MetaData #Algorithms #MachineLearning #ML #HumanBrain #ComputerScience #Database 
https://t.co/JdE2iw0L5s
by @ELETimes",HubPrefer,"['AI', 'NeuralNetwork', 'ArtificialIntelligence', 'DecisionMaking', 'MetaData', 'Algorithms', 'MachineLearning', 'ML', 'HumanBrain', 'ComputerScience', 'Database']",0,1,https://twitter.com/HubPrefer/status/1371381572415283202
78,"Fast Interactive Video Object Segmentation with Graph Neural Networks
https://t.co/5UihEnVo6N
by Viktor Varga et al.
#NeuralNetwork #ComputerVision",Deep__AI,"['NeuralNetwork', 'ComputerVision']",3,7,https://twitter.com/Deep__AI/status/1371356485653983233
79,"Self-Attentive Spatial Adaptive Normalization for Cross-Modality Domain Adaptation
https://t.co/6sLc5tUnLw
by Devavrat Tomar et al.
#NeuralNetwork #ComputerVision",arXiv_Daily,"['NeuralNetwork', 'ComputerVision']",2,6,https://twitter.com/arXiv_Daily/status/1371342473121857537
80,"Continual Semantic Segmentation via Repulsion-Attraction of Sparse and Disentangled Latent Representations
https://t.co/DajJjBkgcG
by Umberto Michieli et al.
#NeuralNetwork #ComputerScience",arXiv_Daily,"['NeuralNetwork', 'ComputerScience']",2,4,https://twitter.com/arXiv_Daily/status/1371312228025004039
81,"Good Explanation of 👇🏾

#Model #Explainability vs Model #Interpretability

-&gt; https://t.co/W20lHjVBWg

#BlackBox
#Hidden / #Intermediate #Layer
#Parameter
#Cause &amp; #Effect
#Reproducibility
#MachineLearning
#ML
#DeepLearning
#DL
#NeuralNetwork
#Occlusion
#Feature #Visualization",MDJDPathology,"['Model', 'Explainability', 'Interpretability', 'BlackBox', 'Hidden', 'Intermediate', 'Layer', 'Parameter', 'Cause', 'Effect', 'Reproducibility', 'MachineLearning', 'ML', 'DeepLearning', 'DL', 'NeuralNetwork', 'Occlusion', 'Feature', 'Visualization']",0,1,https://twitter.com/MDJDPathology/status/1371307728380043271
82,"""We teach popular #Neuralnetwork like #DeepConvolutionalNetwork DCM, #SupportVectorMachine SVM and #LongTermShortTermMemory LSTM! #DeepLearning in a Day!"" Contact us from our website for more details.
 Great cheat sheet created by Fjodor Van Veen. https://t.co/a8o5asarvs https://t.co/tC8pNujVog",AustraliaAi,"['Neuralnetwork', 'DeepConvolutionalNetwork', 'SupportVectorMachine', 'LongTermShortTermMemory', 'DeepLearning']",0,1,https://twitter.com/AustraliaAi/status/1371299762129997826
83,"A quick #NeuralNetwork in #Python to predict #Google stock performance.  We leveraged ticker data to help build and test a #RealTime customer algorithm for #ProcessEngineering control.... too bad our prediction doesn't work 5 days out😀
#MachineLearning #Kaggle #Engineering #IoT https://t.co/1dnROng8mL",aimfgs,"['NeuralNetwork', 'Python', 'Google', 'RealTime', 'ProcessEngineering', 'MachineLearning', 'Kaggle', 'Engineering', 'IoT']",4,3,https://twitter.com/aimfgs/status/1371269425291214858
84,"Interesting Challenge for Data Scientists with $4000 in prizes. The task of this challenge is to read the paper and independently implement GATE Algorithm, using the dataset given in this challenge. Register here:  #python #Java #C++ #NeuralNetwork https://t.co/RJCMmZLHsH https://t.co/dOjOySIIgD",Topcoder,"['python', 'Java', 'C', 'NeuralNetwork']",1,2,https://twitter.com/Topcoder/status/1371265665621975042
85,NVIDIA DIGITS: https://t.co/RalARSPRkc | Design custom deep neural network using real-time visualization | #aitrainingsession #aitrainingsessions #neuralnetwork #machinelearningprject #networkresponse #neuralnetworkresponse #dataviz #datavisualization #imageclassification,cudaeducation,"['aitrainingsession', 'aitrainingsessions', 'neuralnetwork', 'machinelearningprject', 'networkresponse', 'neuralnetworkresponse', 'dataviz', 'datavisualization', 'imageclassification']",0,0,https://twitter.com/cudaeducation/status/1371238962531078148
86,"Holistic 3D Scene Understanding from a Single Image with Implicit Representation
https://t.co/jMAAUOA2nS
by Cheng Zhang et al.
#Statistics #NeuralNetwork",arXiv_Daily,"['Statistics', 'NeuralNetwork']",8,22,https://twitter.com/arXiv_Daily/status/1371236739298193412
87,"T-SCI: A Two-Stage Conformal Inference Algorithm with Guaranteed Coverage for Cox-MLP
https://t.co/arkEFh1aJG
by Jiaye Teng et al.
#NeuralNetwork #Quantile",Deep__AI,"['NeuralNetwork', 'Quantile']",2,6,https://twitter.com/Deep__AI/status/1371235713253920770
88,"Delighted to have finished an interview with Prof. 
@tommmitchell about conversational learning, Biological #neuralnetwork vs. Artificial neural networks, etc:

post: https://t.co/D2Gaaexn1V
Youtube: https://t.co/CBqriT4x11

#MachineLearning #DeepLearning #AI",MLDawn2018,"['neuralnetwork', 'MachineLearning', 'DeepLearning', 'AI']",2,1,https://twitter.com/MLDawn2018/status/1371212139063603210
89,"Deep Gradient Projection Networks for Pan-sharpening
https://t.co/Xit6eOGgii
by Shuang Xu et al.
#DeepLearning #NeuralNetwork",arXiv_Daily,"['DeepLearning', 'NeuralNetwork']",3,14,https://twitter.com/arXiv_Daily/status/1371206672329232390
90,"NVIDIA DIGITS: https://t.co/RalARSPRkc | If you are using multiple NVIDIA GPUs for your machine learning projects, then you might want to consider using NVIDIA DIGITS software as it helps you to manage the deep learning process. | #neuralnetwork #neuralnetworks #deeplearning",cudaeducation,"['neuralnetwork', 'neuralnetworks', 'deeplearning']",0,1,https://twitter.com/cudaeducation/status/1371204966040342531
91,"Snapshot Compressive Imaging: Principle, Implementation, Theory, Algorithms and Applications
https://t.co/GMIYLFxpKo
by Xin Yuan et al.
#DeepLearning #NeuralNetwork",arXiv_Daily,"['DeepLearning', 'NeuralNetwork']",6,13,https://twitter.com/arXiv_Daily/status/1371193563455709188
92,"End-to-end optimized image compression for multiple machine tasks
https://t.co/n3WqXPv9wZ
by Lahiru D. Chamain et al.
#ComputerVision #NeuralNetwork",Deep__AI,"['ComputerVision', 'NeuralNetwork']",9,16,https://twitter.com/Deep__AI/status/1371175382477508616
93,Graph Neural Networks (GNN) using Pytorch Geometric | Stanford University #neuralnetwork 👏 https://t.co/zUciibpWL8,native_stack,['neuralnetwork'],0,0,https://twitter.com/native_stack/status/1371166089569132548
94,"#genesis OBJKT is minted at @hicetnunc2000 on #Tezos #PoS #blockchain - Thanks @rustysniper1 for initial $KTZ ! Thanks @polyannie01 for letting me turn yer skin to alienflesh and then an #NFT! #NFTart #AI #deepstyle #neuralnetwork #generativeart #photoshop
https://t.co/IS3kPyeCih https://t.co/v0zRabUzwA",alien3y3,"['genesis', 'Tezos', 'PoS', 'blockchain', 'NFT', 'NFTart', 'AI', 'deepstyle', 'neuralnetwork', 'generativeart', 'photoshop']",5,10,https://twitter.com/alien3y3/status/1371161361200214017
95,"DONeRF: Towards Real-Time Rendering of Neural Radiance Fields using Depth Oracle Networks
https://t.co/RyhktTAkG0
by Thomas Neff et al.
#Statistics #NeuralNetwork",arXiv_Daily,"['Statistics', 'NeuralNetwork']",6,7,https://twitter.com/arXiv_Daily/status/1371161318049292288
96,"#ICYMI New #AI tool diagnoses #COVID19 by the sound of your coughs ⬇️ #MachineLearning 
#ArtificialIntelligence #DeepLearning #DataScience #javascript #serverless #WomenInTech #100DaysOfCode #python #Linux #Flutter #TensorFlow #PyTorch #DigitalTransformation #IoT #NeuralNetwork https://t.co/PVgPqjndv2",JourneyHeroTech,"['ICYMI', 'AI', 'COVID19', 'MachineLearning', 'ArtificialIntelligence', 'DeepLearning', 'DataScience', 'javascript', 'serverless', 'WomenInTech', '100DaysOfCode', 'python', 'Linux', 'Flutter', 'TensorFlow', 'PyTorch', 'DigitalTransformation', 'IoT', 'NeuralNetwork']",34,19,https://twitter.com/JourneyHeroTech/status/1371143838731997188
97,"Deep Learning Algorithms you should have to know about it.

#DeepLearning #deeplearningalgorithms #deeplearnings #neuralnetwork https://t.co/kVCNZCCa2U",AnalyticsSteps,"['DeepLearning', 'deeplearningalgorithms', 'deeplearnings', 'neuralnetwork']",0,2,https://twitter.com/AnalyticsSteps/status/1371113782043308035
98,"The latest #ML research from @Google:
+Understanding Generalization in Deep Learning
+Adversarial Environment Generation 
+More research, cool #AI #Tech &amp; #Money in AI
https://t.co/nicTqOD1wz
#research #data #Google #DeepLearning #NeuralNetwork #free",TheSequenceAI,"['ML', 'AI', 'Tech', 'Money', 'research', 'data', 'Google', 'DeepLearning', 'NeuralNetwork', 'free']",2,4,https://twitter.com/TheSequenceAI/status/1371096777852600324
99,"MLP for regression with TensorFlow 2 and Keras

https://t.co/JGoKWOwdFk

#neuralnetworks #neuralnetwork #deeplearning #machinelearning #keras #tensorflow #python #pytorch #lightning #ignite #datascience #model #100daysofcode #100daysofmlcode",MachineCurve,"['neuralnetworks', 'neuralnetwork', 'deeplearning', 'machinelearning', 'keras', 'tensorflow', 'python', 'pytorch', 'lightning', 'ignite', 'datascience', 'model', '100daysofcode', '100daysofmlcode']",34,19,https://twitter.com/MachineCurve/status/1371083694182649861
